,Tweet,Bernie,Sentiment_Bernie,Trump,Sentiment_Trump,Clinton,Sentiment_Clinton,Cruz,Sentiment_Cruz,Sarcastic
368,"Cruz suggests Rubio attacks can weaken him ""and hand Donald trump the nomination""",0,0,1,2,0,0,1,2,0
369,@Anthonylefevre3 I think you should share with TRUMP.,0,0,1,2,0,0,0,0,0
370,"The new south: once Clinton country, Arkansas makes a «swift' lurch to the right https://t.co/NyWmWkXUMB",0,0,0,0,1,2,0,0,0
371,RT @AG_Conservative The Cruz campaign admitting their strategy is to mostly ignore minority voters is a huge error for the general: https://t.co/uEH90kE1lE,0,0,0,0,0,0,1,3,0
372,I was watching the Texas gop debate on snapchat lol and this is the only state where I've seen people actually rally against trump YOUNG PPL,0,0,1,2,0,0,0,0,0
373,@seanhannity Loretta Lynch used to work for Hillary's coverup squad: https://t.co/Ac1wFtutrY,0,0,0,0,1,3,0,0,0
374,Cruz camp out with a SCOTUS-focused attack ad on Trump https://t.co/exfSRuY1Hy,0,0,1,3,0,0,1,2,0
375,"@tedcruz What's your next TRICK 
Trump Smashes 42Yr Old Crowd Record at Arkansas Fairgrounds
https://t.co/MJ4Xt9z29W https://t.co/UpFnRwWAUB",0,0,1,1,0,0,1,3,0
376,Why Mark Cuban Just Wants Donald Trump to Listen to Him @jeremyquittner https://t.co/sJ8kt5heE8,0,0,1,2,0,0,0,0,0
377,@Cernovich Ted Cruz and Marco Rubio fell for college campus rape hysteria. They do not support due process rights for men. https://t.co/D4i3WXK7dT,0,0,0,0,0,0,1,3,0
378,"RT @NBCLatino .@BernieSanders' #ArturoCarmona: #Latinos strongly supporting 'El Bernie' by @SuzGamboa 
https://t.co/rBAQH06cw4 https://t.co/omUffjgAG3",1,1,0,0,0,0,0,0,0
379,@kimberlyksmith2 @JonahNRO @RadioFreeTom - This is from a Trump supporter?  Lol.,0,0,1,2,0,0,0,0,0
380,"ABOARD THE PAPAL PLANE (AP) - Asked about Trump, Pope Francis says anyone who wants to build a border wall isn't Christian.",0,0,1,3,0,0,0,0,0
381,"RT @cindypope Now, are you really not going to vote if your candidate doesn't win the primary? Do u want Ted Cruz or Donald Trump picking next SCOTUS?",0,0,1,3,0,0,1,3,0
382,Hillary Calls Republicans Racist For Opposing Obama In Harlem Speech https://t.co/NedgaFojYH via @dailycaller,0,0,0,0,1,2,0,0,0
383,Bernie: I Have a Better Chance Than Hillary to Defeat Trump:       submitted by    /u/Hermeticyst  [link]   [c... https://t.co/rfdf9qkFgu,1,1,1,3,1,2,0,0,0
384,RT @KBAndersen The Party of Trump & Duke (n_ Lincoln): so it took a full half century for the Southern Strategy chickens to come home to roost. cc: @JoeNBC,0,0,1,2,0,0,0,0,0
385,Don't expect Trump lawsuit to be filed-wills invite discovery from Trump and no one wants that,0,0,1,3,0,0,0,0,0
386,"In Nashua, New Hampshire - Ted Cruz urging voters to jump on board with his campaign https://t.co/LC3lrjZyOi",0,0,0,0,0,0,1,2,0
387,@carsonwilfred94 In a lot of ways Bernie supporters are just as blind as Trump supporters - wanting to be a part of ANYTHING different.,1,3,1,3,0,0,0,0,0
388,"RT @KateAronoff A quick reminder of who's on stage with Ted Cruz right now, who got him there & who he's accountable to https://t.co/bUZf25cYmv #IowaCaucus",0,0,0,0,0,0,1,2,0
389,Surpriiiise => Even @HuffPo is Now Admitting to Bernie Sanders' Fuzzy Math... https://t.co/TDr65KcQLZ https://t.co/dBlCqLTqGM,0,0,1,3,0,0,0,0,0
390,"RT @realDonaldTrump Cruz just lied again- I am, and have been totally against #ObamaCare- repeal and replace!",0,0,1,2,0,0,1,3,0
391,"""Trump calls for boycott until Apple unlocks shooter's phone"" - https://t.co/cKNhmdxprY",0,0,1,2,0,0,0,0,0
392,"Trump just lost this SC voter at #GOPTownhall. Giving him side eye, disappointed. Saddam had NOTHING to do with 9/11. Bad answer, dude",0,0,1,3,0,0,0,0,0
393,We all better pray trump doesn't win. Can you really say you know where he stands on issues? He's all about feeling. https://t.co/TaNoS9LDim,0,0,1,3,0,0,0,0,0
394,Does Chris Christie realize that he now to live with the fact that he endorsed Donald Trump for the rest of his life?,0,0,1,2,0,0,0,0,0
395,"RT @mmurraypolitics Sanders: ""Five weeks ago, we were 25 points behind in the polls""",1,2,0,0,0,0,0,0,0
396,@THEeroticneed @dixiebelle759 @ChuckNellis And Cruz' PAC took $11M from an NYC Billionaire Republican...payback will be required.,0,0,0,0,0,0,1,3,0
397,"Contrary to Ted Cruz, I don't think President Trump would nuke Denmark. 

And I'm not sure President Carson could find Denmark.",0,0,1,2,0,0,1,3,0
398,To give Donald Trump credit for reprimanding the 'p----' lady is like giving a bully a gold star. https://t.co/7qiGyfTC7D,0,0,1,3,0,0,0,0,1
399,RT @katie_mburns Ted Cruz .02 seconds after I told him I was gay https://t.co/3bv8NQxUpK,0,0,0,0,0,0,1,3,1
400,"RT @TheBpDShow They'd rather exploit Sanders being an old white man with a ""minority problem"" then to ask what HRC has ever done to deserve the black vote",1,2,0,0,1,3,0,0,0
401,RT @Smartypants60 Why Clinton Met with 50 Black Ministers the Week Before the Iowa Caucus https://t.co/drDfqIej7x via @washmonthly,0,0,0,0,1,2,0,0,0
402,"RT @ABC Pope Francis on Trump: ""A person who thinks only about building walls...is not Christian."" https://t.co/Okm5PaOStx https://t.co/HZlvcBq3ds",0,0,1,3,0,0,0,0,0
403,RT @crampell Nearly 20% of Trumpês voters disagree with the freeing of slaves in Southern states after the Civil War. https://t.co/F1fX7ALpWA,0,0,1,3,0,0,0,0,0
404,"Dem delegate estimate

Clinton:431 (Pledged: 32, Superdelegates: 399)

Sanders: 52 (Pledged: 36, Superdelegates: 16)

(2,382 needed)",1,2,0,0,1,2,0,0,0
405,VIDEO: Time Reporter Grabs Secret Service Agentês Throat at Trump Rally *UPDATED* https://t.co/ql3nZVgiaH,0,0,1,2,0,0,0,0,0
406,"Maggie Haberman: Donald Trump Has «Grown As a Candidateê
BS he has Flip Flopped continuously",0,0,1,3,0,0,0,0,0
407,Trump: Iêll sign a bill to defund Planned Parenthood - Hot Air https://t.co/GGlIOXPQ1L,0,0,1,2,0,0,0,0,0
408,"Hillary Clinton is holding a SC forum tonight with 5 black mothers who lost children to gun violence, a spotlight issue ahead of #SCPrimary",0,0,0,0,1,2,0,0,0
409,"While Rubio and Cruz argue theoretical rocket science, Trump vacations on the Moon... https://t.co/2h9jzeRaiJ",0,0,1,2,0,0,1,2,1
410,Cruz is still better than all the other candidates but Trump,0,0,1,1,0,0,1,1,0
411,"Remember how Trump dined out for *months* on Bush's fumble on ""women's health""? This is beyond fair game.  https://t.co/0vCn3Dy3l6",0,0,1,3,0,0,0,0,0
412,"RT @KamVTV .#MarcoThought: Please God, make #DonaldTrump stop. I'm listening to my donors but Trump is right every time. https://t.co/csM2B8XOEs",0,0,1,1,0,0,0,0,1
413,Donald Trump has been nominated for Nobel Peace Prize: https://t.co/kD9om7Dq2S https://t.co/9Q1aUooKCp,0,0,1,2,0,0,0,0,1
414,RT @business Here's how Wal-Mart explains the difference between Clinton and Sanders https://t.co/klGM61HWbB https://t.co/PFj6zA4a2C,1,2,0,0,1,2,0,0,0
415,RT @DRUDGE_REPORT POLL: TRUMP +21 NH...,0,0,1,2,0,0,0,0,0
416,"To be clear: Cruz didnt lie about Carson CNN did. Cruz didnt support amnesty, Rubio did. Cruz didnt join the gang of 8, Rubio did #GOPDebate",0,0,0,0,0,0,1,1,0
417,.@DouthatNYT assesses the GOP mess and wonders: Is it time to root for Donald Trump? https://t.co/vTpHkOmink https://t.co/G5uEFsJS9Z,0,0,1,3,0,0,0,0,0
418,RT @wvufanagent99 @mitchellvii Husband and I just early voted in Florida for TRUMP! #TRUMP #TrumpTrain ????????????,0,0,1,1,0,0,0,0,0
419,"#Sports Josh Norman gets into it with Deion Sanders about Odell Beckham beef https://t.co/TwOK31f4iP https://t.co/jtJwuEdca0

#Sports Josó",0,0,0,0,0,0,0,0,0
420,I guessing this means Trump isn't anywhere near as rich as he claims. https://t.co/ICR3vjIM6k,0,0,1,3,0,0,0,0,0
421,@cvpayne @sepkousha of course they will! Trump can take criticism. It's tough 1 against two political parties! Saying not GOP enough-ironic.,0,0,1,1,0,0,0,0,0
422,JUST IN: Trump robs Bush of airtime by scheduling NH speech at the same time https://t.co/N2CQi1NNRx #NHprimary https://t.co/tjY8DsEWNC,0,0,1,2,0,0,0,0,0
423,RT @SenanByrne Trump knows his stuff https://t.co/ZHjZYvTNJV,0,0,1,1,0,0,0,0,0
424,@ibmatteo The Clinton Machine foreign policy is the same pro-Saudi pro-Turkish foreign policy as the Republican neocons.,0,0,0,0,1,2,0,0,0
425,"Sanders says parents never would have dreamed he'd ""be standing here before you, a candidate for president."" Watch: https://t.co/K7A0jkbhBG",1,2,0,0,0,0,0,0,0
426,RT @HollyW81333596 Cruz blaming CNN and telling lies.,0,0,0,0,0,0,1,3,0
427,RT @AnnCoulter COULTER GETS RESULTS! @AnnCoulter Feb 3 Rick Tyler (the Chris Lahane of the GOP) Cruz is being extremely ill-served. https://t.co/Hxj3Dk3qfq,0,0,0,0,0,0,1,3,0
428,Here's Donald Trump making America Great Again... https://t.co/9aGG1N7tTa,0,0,1,3,0,0,0,0,1
429,Can't Stump the Trump,0,0,1,2,0,0,0,0,0
430,"@grgdwyr is TED some weird totem for Sanders guys who like to go after people online? Comes up a lot, in between making up stories about me.",1,3,0,0,0,0,0,0,0
431,RT @cascamike the difference between secretary clinton and bernie sanders on universal health care is simple: he has a plan and she doesnêt.,1,1,0,0,1,3,0,0,0
432,"@LennyLewisIII True. But Trump didn't parse it out that way: https://t.co/FkyHKeluTw Not a big deal, just interesting.",0,0,1,2,0,0,0,0,0
433,"#PBSDebate #CNNElection I LOVE BERNIE!!  Killer Kissinger is a war criminal but SHE lets him ""advise"" her!  Go get her, Bernie!!!",1,1,0,0,1,3,0,0,0
434,"RT @TinaMorphis This is why I support Obama and I support Hillary, they both know getting 80% of something is better than getting... https://t.co/CkxnAEPYRL",0,0,0,0,1,1,0,0,0
435,RT @ellasgymmom Trump!!! https://t.co/ZXwuZ6bRI3,0,0,1,2,0,0,0,0,0
436,RT @ReaIKentMurphy Bernie has my vote ???? https://t.co/MTQA4fAxTk,1,2,0,0,0,0,0,0,0
437,"""Fire and Ice. I was granted an epic sunrise and glassy conditions in Santa Cruz. There was aó https://t.co/n7E0dplqyR",0,0,0,0,0,0,0,0,0
438,"RT @BigStick2013 Trump calls out Ted...""Didn't answer the question""..love it",0,0,1,1,0,0,1,3,0
439,"RT @costareports In a blow to Cruz, Sessions endorses Trump https://t.co/apR8R99F1Z",0,0,1,1,0,0,1,3,0
440,"RT @mitchellvii DMR Editorial: ""Frankly, itês hard to square the dishonest campaign tactics of Ted Cruz with his oft-stated support for Christian values. """,0,0,0,0,0,0,1,3,0
441,"Get your popcorn ready, it will be interesting. Donald Trump is named in 169 Federal Lawsuits. https://t.co/pAVW2ekKji",0,0,1,3,0,0,0,0,1
442,RT @HispanicsTrump Another major endorsement! Everyone with common sense is hopping aboard the Trump Train! #Trump2016  https://t.co/vZvwqe4Y5S,0,0,1,1,0,0,0,0,0
443,"Remember Cruz can't pull that crap here. Voting is private not by Cauci. 
Of course, everyone is onto the scam!

Let's go #Trump and hurry!",0,0,1,1,0,0,1,3,0
444,Trump U students not good people. Nobody liked them! Only losers sue a winner for fraud! #MakeAmericaGreatAgain  https://t.co/AqjsyDe1wK,0,0,1,1,0,0,0,0,0
445,RT @AP BREAKING: New Jersey Gov. Chris Christie endorses Donald Trump for president.,0,0,1,1,0,0,0,0,0
446,RT @rtraister It's like a 2008 reunion of the Clinton campaign's Department of Not Helping!,0,0,0,0,1,3,0,0,0
447,"RT @harikondabolu Yo @Subway, you hear about this Bernie Sandwiches craze? You should contact Bernie Sanders since I hear you're looking for a new spokesman.",1,2,0,0,0,0,0,0,1
448,Donald Trump is the establishment candidate. He cleaned up in higher income Boston suburbs that were Romney country.,0,0,1,2,0,0,0,0,0
449,"RT @SteveKornacki So while it's very true Sanders has to expand his support with nonwhite voters, he's also on course to add white voters Obama never got",1,2,0,0,0,0,0,0,0
450,"@PJKirk9 @jamiedupree If everyone stays in and keeps fighting Trump will likely win; however, his base is voting for him but no one else is",0,0,1,3,0,0,0,0,0
451,RT @Bipartisanism Unbelievable Video Shows How Much Ted Cruzês Little Girl Dislikes_Him https://t.co/xd8QJzCywn https://t.co/0VHUJloIOR,0,0,0,0,0,0,1,3,0
452,RT @JenniferMarisa Wondering if Bernie didn't mention his Judaism bc of latent antisemitism in US...he really hasn't brought up his religion thru/out campaign,1,2,0,0,0,0,0,0,0
453,RT @mitchellvii Trump is AUDITED BY THE IRS EVERY YEAR.  These other candidates have probably never been audited.  Nobody's taxes are cleaner than Trump's.,0,0,1,1,0,0,0,0,0
454,RT @nprpolitics Perspective on Cruz's speech tonight: https://t.co/8IGL2uzKUQ,0,0,0,0,0,0,1,2,0
455,"RT @realDonaldTrump ""@paintonmyjeans: If I owned a big company that was failing, I'd hire DonaldTrump to make it great again-Rubio/Cruz wouldnt be considered""",0,0,1,1,0,0,1,3,0
456,RT @whateverbrett @nkbg57 I understand the Republican standpoint but Trump is just a bigoted lunatic who couldn't possibly lead this country,0,0,1,3,0,0,0,0,0
457,RT @TedNugent Godspeed Trump Cruz Rubio all tower over the felon & the commie,0,0,1,1,0,0,1,1,0
458,RT @pattymo Tfw you realize your son is Ted Cruz https://t.co/hBb5fH6NIm,0,0,0,0,0,0,1,2,0
459,"@RealKidPoker I agree. Hillary was masterful, and Bernie seemed off his game and got angry a few times.",1,3,0,0,1,1,0,0,0
460,"RT @GGSignalBooster ""Bernie Bros"" isn't the first time they tried turning Hillary's opposition into a gender war. Meet the ""ó https://t.co/3DX1Qq4eMT #GamerGate",1,3,0,0,1,2,0,0,0
461,RT @PoliticsJim HRC keeps pointing out that #Bernie has said so many bad things about Obama #DemDebate https://t.co/E7u6H6zU2v,1,2,0,0,1,2,0,0,0
462,Sanford endorsed Ted Cruz. Here's where he stands on congressional endorsements: https://t.co/knfAmYlgAd @shmcminn https://t.co/xSFc1cBQGG,0,0,0,0,0,0,1,1,0
463,"RT @MattWalshBlog Yes, accurate descriptions of Trump. I can think of more if you like. You might want to get to your safe space first https://t.co/FoSKXdbUUg",0,0,1,3,0,0,0,0,1
464,"RT @WayneDupreeShow Four years ago, even Ted Cruz supported eminent domain in newly found video https://t.co/kFg2BOXGVE #NHPrimary #SCPrimary #Elections2016",0,0,0,0,0,0,1,2,0
465,"RT @realDonaldTrump ""@piersmorgan: Trump won that debate. People can huff & puff all they like but he was the best candidate on the night. #GOPDebate",0,0,1,1,0,0,0,0,0
466,#SuperPAC moves to ramp up financial firepower 4 Clinton https://t.co/9OST9hSJOG #GetMoneyOut #FireDebbie #CorporateWhores #WallStreetThugs,0,0,0,0,1,3,0,0,0
467,RT @howardfineman #Christie is doing #trump a favor -- and #Cruz too -- by trying to chain saw #Rubio.,0,0,1,2,0,0,1,2,0
468,Uncomfortable Question for Ted Cruz on Obamacare Silences the Room https://t.co/9C9Dw9xQZG https://t.co/31UJb7aY7F,0,0,0,0,0,0,1,3,0
469,"In light of current campaign dynamics, it's really remarkable to recall one of Clinton's 2008 themes against Obama https://t.co/X7ZhhN2ZD8",0,0,0,0,1,2,0,0,0
470,"ROUNDUP: Cruz defeats Trump, Clinton narrowly defeats Sanders https://t.co/FwFv4VZXsG https://t.co/qEa6DrpHOY",1,3,1,3,1,1,1,1,0
471,"RT @realDonaldTrump ""@big_carsonrocks: AMERICA...Stop being duped...WAKE UP Cruz & Rubio establishment phonies. DonaldTrump only truthful & not owned candidate""",0,0,1,1,0,0,1,3,0
472,RT @MSNBC BREAKING: Ted Cruz projected as winner of Republican #IowaCaucus https://t.co/XIqXIMPObS #Decision2016 https://t.co/EoqcRd7vbq,0,0,0,0,0,0,1,1,0
473,Melania Trump on her husband: «He knows the consequencesê https://t.co/G1k7tyPFW5,0,0,1,2,0,0,0,0,0
474,The Clinton email scandal: the explanations make it worse https://t.co/nTlBFNh3fh,0,0,0,0,1,3,0,0,0
475,"RT @eSHEIKH_ Bernie Sanders stood and listened for 10 mins
Hillary Clinton had SS throw out Ashley Williams 
#WhichHillary https://t.co/RGkOQ8VKNg",1,2,0,0,1,3,0,0,0
476,RT @TheAVClub Clinton campaign busted for unauthorized use of Bikini Killês _Rebel Girl” https://t.co/WBUD0iikIK https://t.co/05N1uveM8R,0,0,0,0,1,3,0,0,0
477,RT @Bipartisanism BREAKING: Ted Cruz wins Iowa Republican primary. via @CNBC  #IowaCaucus https://t.co/YhZ8bdyZ3c,0,0,0,0,0,0,1,1,0
478,RT @NYTnickc Crowd at Trump party reacts to CNN projecting his victory in Nevada https://t.co/1AifnKgVRA,0,0,1,1,0,0,0,0,0
479,"RT @karaswisher Bully pulpit indeed (what a troll): To Fight Critics, Donald Trump Aims to Instill Fear in 140-Character Doses https://t.co/VgzujOaC3E",0,0,1,3,0,0,0,0,0
480,RT @PoliticoAgenda WRONGOMETER: Cruz makes Texas a little too big https://t.co/NHoa0lhC6R https://t.co/zyXUr8o0JP,0,0,0,0,0,0,1,3,0
481,"US Presidential Race: After Nevada, Sanders faces struggle to broaden appeal: ""This was a bad day for Sanders,... https://t.co/XlCLzkK5Sw",1,3,0,0,0,0,0,0,0
482,"RT @SansaRising last day to register in Louisiana , pls share RT Louisiana Bernie friends!

#WeAreBernie #Bernie2016 #FeeltheBern https://t.co/SCgFPnqqnU",1,1,0,0,0,0,0,0,0
483,"RT @BernieSanders Bernie is in Flint, Michigan, right now participating in a community forum. Watch live here: https://t.co/tWBEEtwb0g",1,2,0,0,0,0,0,0,0
484,@ipeterharris @twyodor @ABswl15 Perhaps more telling point is Hillary (and even Bill!) have expressed regret at many 1990s Clinton successes,0,0,0,0,1,3,0,0,0
485,RT @aguywithnolife I snuck a two foot long glitter covered dildo into the Trump rally to throw on stage but they caught me lmaoooooo they let us go.,0,0,1,3,0,0,0,0,0
486,Trump and Cruz battle for victory in Iowaês leadoff_caucuses https://t.co/qiLyzhG9jY,0,0,1,2,0,0,1,2,0
487,RT willbarrett_1 NO #HillaryClinton VOTE #DonaldTrump #Trump #TrumpTrain #Nevada #Nevadacaucus #Reno #LasVegas  https://t.co/ygjP0YDeZ9,0,0,1,1,1,3,0,0,0
488,"RT @ajplus ""If this was a white, suburban community what kind of response [would there have] been.""_Bernie on Flint #DemDebate https://t.co/RmOAzPbwxg",1,2,0,0,0,0,0,0,0
489,RT @anabnieto Imprescindible lectura The Age of Trump https://t.co/eg8cMYuU3T via aminterest,0,0,1,2,0,0,0,0,0
490,"""The Real Trump"" Trump about You"" Watch Make #1 https://t.co/j58e8aacrE #tcot #pjnet #1A #2A #Trump #trump2016 https://t.co/ZBNgsaMdA4",0,0,1,1,0,0,0,0,0
491,RT @lhfang @MariaTCardona Don't take it from me. Hear Elizabeth Warren explain how money corrupts pols like Hillary Clinton https://t.co/WMPVulyLnr,0,0,0,0,1,3,0,0,0
492,@Blaspherion2014 check out Trump's profile here! https://t.co/Psu6clzgQJ,0,0,1,2,0,0,0,0,0
493,RT @rickygervais If Trump was a teacher he'd be fired for publicly saying the things he says. Luckily he isn't a teacher. Just the next president. Hahaha.,0,0,1,3,0,0,0,0,1
494,@BrianGPowell @CynthiaStillBB @BreitbartNews https://t.co/JgDbuzqYvA #Illuminati '#MaryAnn'#NWO #HumanSacrifice #ElectionsAreRigged;#Hillary=REAL #Witch,0,0,0,0,1,3,0,0,0
495,"Louis Farakkhan and Mike Tyson have said very nice things about Trump. That doesn't make Trump a Black Muslim, does it? HATERS ARE DESPERATE",0,0,1,2,0,0,0,0,1
496,RT @JoeHNewYork .@NRodibaugh @LaurelCatherine I think @Reince is too dumb to even notice that #Trump #TrumpsInevitable hop on board https://t.co/pIYzHHuKR6,0,0,1,1,0,0,0,0,0
497,Listening to Trump speak in person is the worst thing I could ever listen to! #UHDebate,0,0,1,3,0,0,0,0,0
498,"Dixville Notch Votes: Kasich, Sanders Win Respective Primaries https://t.co/RUW6NwTidk",1,1,0,0,0,0,0,0,0
499,@SmallsKitty Guess you didn't bear Trump's son say Trump plan includes #Amnesty.   @WashingtonDCTea @tedcruz @marcorubio,0,0,1,2,0,0,1,2,0
500,RT @vivelafra He would argue about anything or nothing | Princeton classmates remember Ted Cruz #Trump2016 #VoteTrumpSC https://t.co/fQunlF3p3x,0,0,1,1,0,0,1,3,0
501,Bernie Sandersê Wife: Madeleine Albrightês Comments Were «Unfortunate and Disturbingê via ó https://t.co/qs9qUPvWpw https://t.co/1Xng2eDSWF,1,2,0,0,0,0,0,0,0
502,RT @Aslans_Girl HUNDREDS of Protesters Carry _TRUMP WAS RIGHT” Signs at First PEGIDA Rally in England https://t.co/bKcenTCTcT,0,0,1,1,0,0,0,0,0
503,RT @flea333 Beautiful words from @erica daughter of eric garner in her support for Bernie sanders  https://t.co/tUEIpMRt3U,1,1,0,0,0,0,0,0,0
504,"Simple facts, a haiku: dinosaurs had feathers / humans are from Africa / Trump is a weenie",0,0,1,3,0,0,0,0,0
505,"""IG is part of Vast Right-Wing Conspiracy, HELLO HE'S Obama appointee confirmed by dem Congress"" https://t.co/St2du5SDGT  @UNITEBLUE #bernie",1,2,0,0,0,0,0,0,0
506,"@bentrawlins I guess working your whole life like Bernie  for something you believe in is not of value in the USA, privilege and sensationalism win out..",1,1,0,0,0,0,0,0,1
507,"RT @swin24 trump: jeb is ""trying to be a tough guy,"" he very bad at it, and he should ""be quiet."" #gopdebate #bestelectionever",0,0,1,2,0,0,0,0,0
508,RT @sarasinthepit BERNIE IS ONLY .2% BEHIND https://t.co/GhkpDOxMxG,1,1,0,0,0,0,0,0,0
509,"@stephenfhayes @tedcruz Hey Little Stevie, when are you going to have your middle name changed to Cruz? When do you go on the payroll?",0,0,0,0,0,0,1,2,0
510,"The RNC, which is probably not on my side, just illegally put out a fundraising notice saying Trump wants you to contribute to the RNC.",0,0,1,2,0,0,0,0,0
511,Cruz Angers China By Trying To Rename American Street https://t.co/gtgN4MbsnQ https://t.co/yXLuncBgRU,0,0,0,0,0,0,1,2,0
512,Me neither. That's not the only alternative to voting for stupid Donald Trump. https://t.co/6Y7HzuiTPF,0,0,1,3,0,0,0,0,0
513,Cruz wins Iowa GOP caucuses; Clinton appears to hold off Sanders | Fox News | https://t.co/jVqDAlCmm9,1,2,0,0,1,2,1,1,0
514,RT @NadelParis SANDERS took$fromunion-bustingcompany! #FeelTheBern: #politician https://t.co/VY3aKxTV0e #ImWithHer @HillaryClinton https://t.co/rK5NPBAkHk,1,3,0,0,1,1,0,0,0
515,"RT @ABCPolitics WATCH: Trump greets voter on line in Myrtle Beach, South Carolina who says ""I'm a Muslim, I support this man.""
https://t.co/xx791lkCCT",0,0,1,1,0,0,0,0,0
516,RT @KatrinaNation Waiting for that Prince song-- Bernie's Little Red Chevrolet--,1,2,0,0,0,0,0,0,0
517,RT @TimJohnish Who hurt all of these people supporting Donald Trump?,0,0,1,1,0,0,0,0,0
518,"RT @matthewjdowd The establishment response to trump voters reminds me of scene in Caddy shack when the caddies show up to swim/play.  ""They don't belong""",0,0,1,2,0,0,0,0,0
519,"@jcdwms @Trumpbart @toddstarnes @townhallcom @realDonaldTrump 
T. Cruz - RNC
M Rubio - RNC
DJ TRUMP - USA????

???? #Trump2016 #TrumpTrain ????",0,0,1,2,0,0,1,2,0
520,RT @WorldStarFunny clear that shit Hillary https://t.co/IMROx1sOWA,0,0,0,0,1,3,0,0,0
521,@jeffraykovich The entire party has put their money on Rubio. They'll have a lot of backtracking to do though when Trump clinches the nod.,0,0,1,2,0,0,0,0,0
522,This theory about Scalia's death is crazy even for Donald Trump https://t.co/H9LHAtfy4L https://t.co/wRMwMoSQv5,0,0,1,3,0,0,0,0,0
523,RT @JillFilipovic Trump disavows the white supremacist vote by tweeting links to white supremacist orgs. https://t.co/73aDzEWaZd https://t.co/BW6M6XEQnV,0,0,1,3,0,0,0,0,0
524,"Because I was told I could not do well in Iowa, I spent very little there - a fraction of Cruz & Rubio. Came in a strong second. Great honor",0,0,0,0,0,0,1,2,0
525,RT @TheEconomist Exit polls suggested Bernie Sanders won over 80% of younger Democratic voters https://t.co/R4tUqT2gjO https://t.co/XUI235sijF,1,1,0,0,0,0,0,0,0
526,"When we the Tea Party marched/were on steps of DC Capitol trying to stop amnesty where was Trump? Donating to GOPe, was nowhere..-Mark Levin",0,0,1,3,0,0,0,0,0
527,"RT @BewareTheBeliev Bernie said some1 shld challenge Obama in 2012. WHY did he not do it? WHY did he wait 2 challenge most qualified n decades, a WOMAN? SMFH!",1,3,0,0,1,1,0,0,0
528,"NOT ONCE I'm the midst of Clinton's ""you are attacking me for taking money from"" Wall street, Pharma, Bankers...... https://t.co/b0q67k811Z",0,0,0,0,1,3,0,0,0
529,RT @BradThor A Respectful Appeal to Trump Supporters: https://t.co/8ebsykZY5m,0,0,1,1,0,0,0,0,0
530,"I mean, it's almost like people at Trump University were EXPECTING that DAs might show up. Can't imagine why. https://t.co/4LAPpYHzX5",0,0,1,3,0,0,0,0,1
531,Trump on levels of petty we can't afford lmao https://t.co/Vs0Gr8Xpc3,0,0,1,3,0,0,0,0,0
532,"RT @stephenfhayes Trump now making open threats to those who oppose him. 
https://t.co/aev0eQXFgD",0,0,1,3,0,0,0,0,0
533,RT @JudyMichiganMom Cheri Jacobus running slanderous campaign against Trump on FB & Twitter 24/7 bc she's bitter Trump wouldn't hire her https://t.co/KySQDJTO5f,0,0,1,3,0,0,0,0,0
534,RT @jrhennessy Hillary won't release her Goldman Sachs speech transcripts because they feature deeply unorthodox numbered rankings of Coen brothers films,0,0,0,0,1,3,0,0,0
535,RT @newsbusters .@ChuckTodd to Hillary on E-Mails: 'Can You Reassure' Dems It Won't 'Blow Up' Your Chances #DemDebate https://t.co/4xdO6Ak0G9,0,0,0,0,1,3,0,0,0
536,LOVING the SNL Ted Cruz skit! 'The Greased Pig of Politics'!,0,0,0,0,0,0,1,3,0
537,I reckon there's about 15 more good minutes of Twitter before it just gets overwhelmed by Trump/Sanders talk,1,3,1,3,0,0,0,0,0
538,"RT @Texas4Cruz _A federal judge  has swatted away Trump's efforts to defeat claims of fraud, financial elder abuse & racketeering.” https://t.co/ECRsWQQfNF",0,0,1,3,0,0,1,1,0
539,"RT @DavidLimbaugh I hate gotcha games in debates. I trust @tedcruz on being an immigration hawk, more so even than Trump. I have real concerns re Marco on it.",0,0,1,2,0,0,1,1,0
540,Anyone else notice that Donald Trumpês tie is a strong hue of democrat-blue?,0,0,1,2,0,0,0,0,0
541,My point in NPR on Sanders & Clintons Votibg recording being 90% the same was the other 10% is worth my vote.  Sanders pushes 4 that extra!,1,1,0,0,1,2,0,0,0
542,"Clinton blasts Wall Street, but still draws millions in contributions https://t.co/WYnCgnep27",0,0,0,0,1,3,0,0,0
543,RT @Corinnetercours I hate Hilary Clinton https://t.co/YF7cJiB0QA,0,0,0,0,1,3,0,0,0
544,RT @JebBush I'm sick and tired of Trump attacking my family. This isn't about my family or his family. It's about your family. #GOPDebate,0,0,1,3,0,0,0,0,0
545,RT @CNNent . @MarkRonson shouts out George Clinton during his acceptance speech for record of the year #GRAMMYs,0,0,0,0,0,0,0,0,0
546,"Hillary just got slapped with a BRUTAL indictment., and it's NOT from the FBI...https://t.co/nXKywvXqbI https://t.co/u3xz9ZtOOu",0,0,0,0,1,3,0,0,0
547,RT @KamVTV #22women who represent the millions of women who support Trump have a blog! https://t.co/t73GUUfUz9 Read & R/T https://t.co/ddYfTTD5zd,0,0,1,1,0,0,0,0,0
548,"RT @tedcruz Jim Bridenstine?: Ted Cruz will secure our border, take the fight to the terrorists, and keep our country safe.
https://t.co/MNAHRkUble",0,0,0,0,0,0,1,1,0
